,B,Epithelial,Macrophages,Mast,NK,Neutrophil,Plasma,T,mDC
GLB1L,0.0,0.07567567567567568,0.03766478342749529,0.0,0.0,0.02,0.0,0.0,0.0
NUDT3,0.17857142857142858,0.23243243243243245,0.13559322033898305,0.125,0.025,0.04,0.25,0.050156739811912224,0.21428571428571427
MPLKIP,0.25,0.5081081081081081,0.243879472693032,0.125,0.1,0.1,0.25,0.15203761755485892,0.14285714285714285
PCOLCE,0.0,0.043243243243243246,0.0009416195856873823,0.0,0.025,0.0,0.0,0.01567398119122257,0.0
SIDT1,0.10714285714285714,0.1783783783783784,0.0018832391713747645,0.0,0.1375,0.02,0.0,0.09090909090909091,0.0
ZFAND2A,0.21428571428571427,0.4702702702702703,0.3549905838041431,0.125,0.05,0.22,0.0,0.06583072100313479,0.14285714285714285
WDR4,0.03571428571428571,0.08108108108108109,0.018832391713747645,0.125,0.0,0.0,0.0,0.03134796238244514,0.0
CNST,0.21428571428571427,0.35135135135135137,0.064030131826742,0.5,0.125,0.06,0.0,0.17084639498432602,0.14285714285714285
API5,0.21428571428571427,0.3081081081081081,0.07344632768361582,0.25,0.1,0.02,0.0,0.12225705329153605,0.21428571428571427
ARPC1B,0.75,0.5891891891891892,0.7862523540489642,0.375,0.4,0.4,0.75,0.512539184952978,0.8571428571428571
SGMS1-AS1,0.0,0.0972972972972973,0.05273069679849341,0.125,0.025,0.0,0.0,0.023510971786833857,0.0
SPSB1,0.03571428571428571,0.5351351351351351,0.07532956685499058,0.25,0.0125,0.0,0.0,0.03605015673981191,0.14285714285714285
VPS35,0.2857142857142857,0.5945945945945946,0.3512241054613936,0.0,0.1125,0.12,0.0,0.16300940438871472,0.14285714285714285
FBXL4,0.03571428571428571,0.1783783783783784,0.030131826741996232,0.0,0.025,0.0,0.0,0.047021943573667714,0.07142857142857142
STAM-AS1,0.0,0.016216216216216217,0.0009416195856873823,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
CDC42EP4,0.0,0.43783783783783786,0.02919020715630885,0.0,0.0,0.02,0.0,0.001567398119122257,0.0
EPHX1,0.0,0.4540540540540541,0.08286252354048965,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
ZNF106,0.10714285714285714,0.5621621621621622,0.1638418079096045,0.125,0.1375,0.06,0.0,0.09247648902821316,0.21428571428571427
SIGLEC7,0.0,0.005405405405405406,0.1544256120527307,0.0,0.0,0.06,0.0,0.0,0.0
KLHL15,0.03571428571428571,0.032432432432432434,0.03672316384180791,0.0,0.0375,0.02,0.0,0.02037617554858934,0.07142857142857142
TLN1,0.39285714285714285,0.3783783783783784,0.544256120527307,0.25,0.1875,0.24,0.5,0.22884012539184953,0.42857142857142855
PRKAA1,0.10714285714285714,0.3675675675675676,0.08662900188323917,0.125,0.15,0.04,0.0,0.13322884012539185,0.07142857142857142
KIF5B,0.4642857142857143,0.7081081081081081,0.3973634651600753,0.5,0.1875,0.24,0.0,0.24294670846394983,0.2857142857142857
CTSF,0.0,0.07027027027027027,0.0,0.0,0.0125,0.0,0.0,0.014106583072100314,0.0
PDE4DIP,0.07142857142857142,0.2810810810810811,0.3408662900188324,0.75,0.1875,0.08,0.0,0.24921630094043887,0.35714285714285715
MTX2,0.21428571428571427,0.4594594594594595,0.09227871939736347,0.125,0.1125,0.0,0.0,0.05329153605015674,0.14285714285714285
DDI2,0.14285714285714285,0.41621621621621624,0.064030131826742,0.0,0.1375,0.04,0.0,0.12695924764890282,0.0
TMEM254,0.03571428571428571,0.2702702702702703,0.04143126177024482,0.125,0.025,0.02,0.0,0.04075235109717868,0.07142857142857142
PIP4K2A,0.25,0.0918918918918919,0.192090395480226,0.125,0.1875,0.06,0.25,0.1786833855799373,0.07142857142857142
FLVCR2,0.0,0.032432432432432434,0.2175141242937853,0.0,0.0,0.04,0.0,0.004702194357366771,0.0
SNAPC1,0.0,0.24324324324324326,0.0583804143126177,0.0,0.0375,0.0,0.0,0.023510971786833857,0.0
C4ORF33,0.03571428571428571,0.2864864864864865,0.0743879472693032,0.25,0.0,0.0,0.0,0.02821316614420063,0.07142857142857142
AP002884.1,0.0,0.08648648648648649,0.009416195856873822,0.0,0.0,0.0,0.0,0.009404388714733543,0.0
BICD2,0.17857142857142858,0.13513513513513514,0.06308851224105462,0.25,0.025,0.06,0.0,0.04075235109717868,0.07142857142857142
EIF5B,0.21428571428571427,0.6594594594594595,0.2570621468926554,0.0,0.0875,0.06,0.5,0.20689655172413793,0.35714285714285715
GNAQ,0.0,0.518918918918919,0.20903954802259886,0.375,0.0375,0.1,0.0,0.045454545454545456,0.21428571428571427
CHAMP1,0.07142857142857142,0.14054054054054055,0.0800376647834275,0.0,0.0625,0.0,0.0,0.05329153605015674,0.07142857142857142
PSMB10,0.5714285714285714,0.6756756756756757,0.6760828625235404,0.375,0.325,0.22,0.25,0.493730407523511,0.5714285714285714
RIPOR2,0.42857142857142855,0.16756756756756758,0.07627118644067797,0.25,0.325,0.28,0.0,0.43260188087774293,0.0
ADAMDEC1,0.0,0.005405405405405406,0.062146892655367235,0.0,0.0,0.02,0.0,0.0,0.07142857142857142
SH2B2,0.17857142857142858,0.02702702702702703,0.09698681732580038,0.0,0.0125,0.02,0.0,0.003134796238244514,0.0
CBR1,0.17857142857142858,0.654054054054054,0.6129943502824858,0.375,0.1125,0.1,0.0,0.11285266457680251,0.21428571428571427
XKR8,0.0,0.12972972972972974,0.02448210922787194,0.0,0.0625,0.02,0.0,0.061128526645768025,0.0
STARD4,0.14285714285714285,0.12972972972972974,0.0903954802259887,0.125,0.0625,0.04,0.0,0.050156739811912224,0.2857142857142857
RNF14,0.10714285714285714,0.2918918918918919,0.04990583804143126,0.125,0.0375,0.04,0.0,0.05329153605015674,0.0
GCC1,0.03571428571428571,0.20540540540540542,0.059322033898305086,0.0,0.0375,0.02,0.0,0.03134796238244514,0.07142857142857142
HMGCL,0.14285714285714285,0.3027027027027027,0.1167608286252354,0.125,0.0,0.02,0.0,0.05956112852664577,0.07142857142857142
SYAP1,0.10714285714285714,0.572972972972973,0.20433145009416195,0.5,0.15,0.1,0.0,0.12695924764890282,0.2857142857142857
BOLA2-SMG1P6,0.03571428571428571,0.22162162162162163,0.1318267419962335,0.0,0.1,0.0,0.0,0.07836990595611286,0.2857142857142857
NFE2L1,0.07142857142857142,0.4702702702702703,0.256120527306968,0.25,0.125,0.18,0.0,0.08620689655172414,0.2857142857142857
ZNF316,0.03571428571428571,0.1945945945945946,0.03672316384180791,0.0,0.025,0.02,0.0,0.0219435736677116,0.07142857142857142
GLI4,0.0,0.12432432432432433,0.03483992467043315,0.0,0.0125,0.0,0.0,0.02664576802507837,0.0
AC016065.1,0.0,0.14054054054054055,0.021657250470809793,0.0,0.025,0.02,0.0,0.03134796238244514,0.0
HSP90B1,0.42857142857142855,0.9027027027027027,0.815442561205273,0.75,0.6,0.4,0.25,0.6065830721003135,0.5714285714285714
ZNF609,0.0,0.3945945945945946,0.031073446327683617,0.0,0.025,0.02,0.0,0.04075235109717868,0.14285714285714285
ERCC6,0.07142857142857142,0.0918918918918919,0.027306967984934087,0.0,0.0,0.0,0.0,0.03134796238244514,0.0
CCDC59,0.25,0.5081081081081081,0.21657250470809794,0.25,0.1625,0.06,0.25,0.1614420062695925,0.14285714285714285
LRRC61,0.10714285714285714,0.13513513513513514,0.006591337099811676,0.0,0.075,0.0,0.0,0.04075235109717868,0.07142857142857142
GPR161,0.0,0.016216216216216217,0.002824858757062147,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
CDK2,0.10714285714285714,0.06486486486486487,0.02448210922787194,0.0,0.0375,0.02,0.0,0.05799373040752351,0.07142857142857142
C12ORF73,0.03571428571428571,0.16756756756756758,0.046139359698681735,0.0,0.0375,0.0,0.0,0.045454545454545456,0.07142857142857142
CASP1,0.25,0.4594594594594595,0.544256120527307,0.375,0.3625,0.38,0.25,0.46551724137931033,0.35714285714285715
ATP5F1C,0.5,0.772972972972973,0.5112994350282486,0.625,0.2625,0.2,0.25,0.4122257053291536,0.42857142857142855
AC026979.2,0.07142857142857142,0.16216216216216217,0.11864406779661017,0.125,0.1375,0.1,0.0,0.17711598746081506,0.14285714285714285
SERPING1,0.0,0.5945945945945946,0.704331450094162,0.0,0.0125,0.36,0.0,0.007836990595611285,0.35714285714285715
JAKMIP2,0.0,0.0,0.051789077212806026,0.0,0.0125,0.02,0.0,0.02037617554858934,0.0
ARHGAP6,0.0,0.05405405405405406,0.017890772128060263,0.125,0.0,0.02,0.0,0.0,0.07142857142857142
TAF4B,0.10714285714285714,0.032432432432432434,0.007532956685499058,0.125,0.025,0.0,0.0,0.05329153605015674,0.0
IPO7,0.2857142857142857,0.4594594594594595,0.128060263653484,0.125,0.1125,0.0,0.0,0.13793103448275862,0.2857142857142857
TEC,0.07142857142857142,0.043243243243243246,0.07062146892655367,0.125,0.05,0.02,0.0,0.01567398119122257,0.14285714285714285
RBM43,0.0,0.1945945945945946,0.05649717514124294,0.125,0.0625,0.0,0.0,0.07366771159874608,0.07142857142857142
FBXL17,0.03571428571428571,0.13513513513513514,0.01224105461393597,0.0,0.0125,0.0,0.0,0.02821316614420063,0.0
ZNF579,0.0,0.1891891891891892,0.018832391713747645,0.0,0.0125,0.0,0.0,0.003134796238244514,0.0
TMCC3,0.07142857142857142,0.2810810810810811,0.054613935969868174,0.0,0.0,0.06,0.0,0.001567398119122257,0.14285714285714285
GRSF1,0.42857142857142855,0.5081081081081081,0.19868173258003766,0.0,0.15,0.02,0.0,0.2115987460815047,0.5
S100A8,0.0,0.08648648648648649,0.6939736346516008,0.0,0.05,0.84,0.25,0.04231974921630094,0.0
TNFRSF18,0.0,0.07027027027027027,0.002824858757062147,0.375,0.225,0.0,0.0,0.0768025078369906,0.14285714285714285
FIZ1,0.0,0.08648648648648649,0.030131826741996232,0.0,0.0,0.0,0.0,0.007836990595611285,0.0
LANCL2,0.03571428571428571,0.11891891891891893,0.01224105461393597,0.0,0.0,0.0,0.0,0.0109717868338558,0.0
OPTN,0.39285714285714285,0.8108108108108109,0.5065913370998116,0.125,0.4,0.28,0.0,0.4263322884012539,0.35714285714285715
ALG11,0.0,0.0972972972972973,0.03766478342749529,0.25,0.0,0.02,0.0,0.029780564263322883,0.07142857142857142
CISD2,0.17857142857142858,0.5351351351351351,0.4472693032015066,0.0,0.1875,0.12,0.0,0.18181818181818182,0.5
TALDO1,0.5357142857142857,0.8756756756756757,0.8455743879472694,0.5,0.325,0.56,0.0,0.322884012539185,0.7857142857142857
CACNA2D4,0.0,0.005405405405405406,0.1064030131826742,0.0,0.0125,0.0,0.0,0.02037617554858934,0.07142857142857142
MITF,0.0,0.3027027027027027,0.11487758945386065,0.375,0.0,0.02,0.0,0.0,0.07142857142857142
HELB,0.14285714285714285,0.05405405405405406,0.031073446327683617,0.0,0.1625,0.0,0.0,0.24921630094043887,0.07142857142857142
ZNF430,0.10714285714285714,0.16216216216216217,0.051789077212806026,0.125,0.05,0.02,0.0,0.07836990595611286,0.21428571428571427
KEAP1,0.03571428571428571,0.5243243243243243,0.1751412429378531,0.0,0.1375,0.02,0.0,0.11442006269592477,0.2857142857142857
LINC01137,0.0,0.043243243243243246,0.02071563088512241,0.0,0.05,0.0,0.0,0.023510971786833857,0.07142857142857142
POU2F2,0.5714285714285714,0.010810810810810811,0.013182674199623353,0.0,0.025,0.0,0.0,0.0438871473354232,0.0
LRRC27,0.07142857142857142,0.15675675675675677,0.023540489642184557,0.0,0.0125,0.0,0.0,0.009404388714733543,0.0
CD81,0.42857142857142855,0.772972972972973,0.5932203389830508,0.125,0.1125,0.24,0.0,0.13949843260188088,0.2857142857142857
MGAT4B,0.10714285714285714,0.43783783783783786,0.1016949152542373,0.0,0.0,0.06,0.0,0.0438871473354232,0.14285714285714285
PATL2,0.07142857142857142,0.12972972972972974,0.07909604519774012,0.125,0.1375,0.0,0.0,0.14576802507836992,0.0
RCN1,0.10714285714285714,0.5135135135135135,0.12617702448210924,0.0,0.025,0.0,0.0,0.054858934169279,0.21428571428571427
BATF2,0.0,0.31891891891891894,0.1657250470809793,0.0,0.0,0.02,0.0,0.0,0.0
TEFM,0.07142857142857142,0.13513513513513514,0.04143126177024482,0.0,0.0625,0.0,0.0,0.032915360501567396,0.07142857142857142
AL390036.1,0.0,0.0,0.128060263653484,0.0,0.0,0.06,0.0,0.001567398119122257,0.0
FIG4,0.10714285714285714,0.11351351351351352,0.05743879472693032,0.0,0.0125,0.02,0.25,0.017241379310344827,0.07142857142857142
C17ORF49,0.42857142857142855,0.3837837837837838,0.3408662900188324,0.125,0.0625,0.14,0.25,0.2006269592476489,0.5
ASAH1,0.5714285714285714,0.7837837837837838,0.879472693032015,0.625,0.15,0.66,0.25,0.13166144200626959,0.42857142857142855
GBF1,0.03571428571428571,0.35135135135135137,0.09698681732580038,0.0,0.075,0.0,0.25,0.0768025078369906,0.0
RUSC1,0.10714285714285714,0.4972972972972973,0.09887005649717515,0.25,0.05,0.0,0.0,0.050156739811912224,0.0
CIC,0.03571428571428571,0.25405405405405407,0.07721280602636535,0.0,0.05,0.06,0.0,0.05642633228840126,0.07142857142857142
NADSYN1,0.21428571428571427,0.21081081081081082,0.11581920903954802,0.25,0.1,0.0,0.25,0.10188087774294671,0.0
EPM2AIP1,0.07142857142857142,0.12972972972972974,0.07250470809792843,0.25,0.0625,0.0,0.0,0.06426332288401254,0.0
RNPEPL1,0.35714285714285715,0.4810810810810811,0.339924670433145,0.125,0.325,0.2,0.0,0.3510971786833856,0.2857142857142857
C16ORF91,0.14285714285714285,0.24324324324324326,0.12052730696798493,0.125,0.0875,0.06,0.0,0.10188087774294671,0.14285714285714285
ADSL,0.10714285714285714,0.1945945945945946,0.14218455743879474,0.0,0.1,0.0,0.25,0.1724137931034483,0.14285714285714285
GOLGA6L9,0.0,0.2,0.003766478342749529,0.0,0.0,0.0,0.0,0.007836990595611285,0.0
SLC25A4,0.10714285714285714,0.5135135135135135,0.0018832391713747645,0.0,0.0375,0.0,0.0,0.018808777429467086,0.07142857142857142
NUP133,0.0,0.07567567567567568,0.032015065913371,0.0,0.05,0.0,0.0,0.0438871473354232,0.0
RPS12,1.0,0.972972972972973,0.972693032015066,1.0,1.0,0.7,1.0,0.9968652037617555,1.0
JMJD6,0.14285714285714285,0.31351351351351353,0.2278719397363465,0.125,0.1875,0.18,0.0,0.13009404388714735,0.14285714285714285
KCNQ1OT1,0.03571428571428571,0.15135135135135136,0.02919020715630885,0.125,0.0625,0.02,0.0,0.02664576802507837,0.07142857142857142
RNASEH2C,0.42857142857142855,0.41621621621621624,0.3540489642184557,0.125,0.1375,0.1,0.0,0.2476489028213166,0.2857142857142857
CIT,0.0,0.1945945945945946,0.002824858757062147,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
GFM1,0.03571428571428571,0.1945945945945946,0.06308851224105462,0.125,0.0375,0.0,0.0,0.04075235109717868,0.14285714285714285
DHDDS,0.0,0.21621621621621623,0.1487758945386064,0.0,0.025,0.04,0.0,0.050156739811912224,0.07142857142857142
AL365205.1,0.0,0.11891891891891893,0.0160075329566855,0.0,0.0125,0.0,0.0,0.006269592476489028,0.0
CASP3,0.03571428571428571,0.3675675675675676,0.1431261770244821,0.125,0.0875,0.1,0.0,0.10031347962382445,0.35714285714285715
ACSS2,0.03571428571428571,0.2648648648648649,0.09698681732580038,0.0,0.0,0.04,0.0,0.0109717868338558,0.14285714285714285
SIGLEC10,0.07142857142857142,0.005405405405405406,0.1016949152542373,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
FAM47E,0.0,0.06486486486486487,0.0009416195856873823,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
MAPK6,0.10714285714285714,0.5297297297297298,0.3041431261770245,0.0,0.025,0.1,0.0,0.0438871473354232,0.21428571428571427
PPP1CC,0.6071428571428571,0.5891891891891892,0.2598870056497175,0.375,0.2125,0.18,0.5,0.4263322884012539,0.42857142857142855
ZNF302,0.07142857142857142,0.23783783783783785,0.030131826741996232,0.125,0.05,0.0,0.0,0.06896551724137931,0.07142857142857142
DNAJC5,0.07142857142857142,0.5945945945945946,0.2184557438794727,0.125,0.075,0.06,0.0,0.09090909090909091,0.07142857142857142
ICAM1,0.07142857142857142,0.2864864864864865,0.3210922787193974,0.125,0.075,0.16,0.0,0.0219435736677116,0.2857142857142857
USP49,0.0,0.07027027027027027,0.007532956685499058,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
UNC119,0.21428571428571427,0.2756756756756757,0.11487758945386065,0.0,0.05,0.04,0.0,0.109717868338558,0.07142857142857142
C1QBP,0.42857142857142855,0.5945945945945946,0.3097928436911488,0.25,0.2,0.06,0.25,0.3322884012539185,0.21428571428571427
RWDD3,0.10714285714285714,0.21081081081081082,0.054613935969868174,0.0,0.075,0.04,0.25,0.10658307210031348,0.14285714285714285
SPI1,0.2857142857142857,0.05945945945945946,0.879472693032015,0.125,0.0,0.64,0.0,0.009404388714733543,0.7857142857142857
AEN,0.03571428571428571,0.11891891891891893,0.05273069679849341,0.0,0.0625,0.0,0.0,0.06583072100313479,0.14285714285714285
GATB,0.03571428571428571,0.10810810810810811,0.023540489642184557,0.125,0.0375,0.0,0.25,0.01567398119122257,0.07142857142857142
AL137003.2,0.0,0.010810810810810811,0.005649717514124294,0.0,0.025,0.0,0.0,0.004702194357366771,0.0
AC006033.2,0.0,0.0,0.006591337099811676,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
CDIP1,0.07142857142857142,0.10270270270270271,0.059322033898305086,0.0,0.0875,0.0,0.0,0.0438871473354232,0.14285714285714285
MRPL54,0.21428571428571427,0.5945945945945946,0.4604519774011299,0.25,0.1875,0.1,0.25,0.18808777429467086,0.7142857142857143
RIN2,0.03571428571428571,0.3891891891891892,0.4001883239171375,0.0,0.0,0.14,0.0,0.006269592476489028,0.0
HSPBAP1,0.07142857142857142,0.07567567567567568,0.05367231638418079,0.0,0.025,0.04,0.0,0.025078369905956112,0.07142857142857142
HNMT,0.0,0.44324324324324327,0.3239171374764595,0.0,0.0,0.06,0.0,0.001567398119122257,0.0
FUT11,0.0,0.05945945945945946,0.04331450094161959,0.0,0.05,0.0,0.0,0.03761755485893417,0.07142857142857142
PNRC2,0.39285714285714285,0.6972972972972973,0.3898305084745763,0.125,0.225,0.14,0.0,0.22570532915360503,0.21428571428571427
DNTTIP2,0.14285714285714285,0.5135135135135135,0.3107344632768362,0.125,0.2125,0.1,0.0,0.19592476489028213,0.2857142857142857
ARFIP2,0.03571428571428571,0.5459459459459459,0.0903954802259887,0.0,0.1125,0.0,0.25,0.09247648902821316,0.2857142857142857
SLC15A4,0.14285714285714285,0.11891891891891893,0.17796610169491525,0.0,0.0375,0.02,0.0,0.01567398119122257,0.07142857142857142
AC025181.2,0.03571428571428571,0.05405405405405406,0.006591337099811676,0.0,0.0125,0.0,0.0,0.003134796238244514,0.0
PRKDC,0.25,0.2594594594594595,0.046139359698681735,0.375,0.2,0.02,0.0,0.13949843260188088,0.07142857142857142
NKAPD1,0.17857142857142858,0.25405405405405407,0.059322033898305086,0.0,0.0375,0.02,0.0,0.07366771159874608,0.07142857142857142
C1S,0.0,0.043243243243243246,0.004708097928436911,0.0,0.0,0.0,0.0,0.0,0.0
APP,0.0,0.8162162162162162,0.2937853107344633,0.0,0.0125,0.04,0.0,0.04075235109717868,0.07142857142857142
RGS12,0.0,0.41621621621621624,0.05084745762711865,0.0,0.0,0.02,0.0,0.003134796238244514,0.07142857142857142
MLLT10,0.17857142857142858,0.2918918918918919,0.1318267419962335,0.0,0.1,0.04,0.25,0.12695924764890282,0.21428571428571427
ACTR2,0.32142857142857145,0.6108108108108108,0.4830508474576271,0.5,0.2875,0.26,0.0,0.23981191222570533,0.21428571428571427
FAAP100,0.10714285714285714,0.10810810810810811,0.05273069679849341,0.0,0.0125,0.0,0.0,0.029780564263322883,0.0
PDXK,0.07142857142857142,0.7081081081081081,0.5150659133709982,0.0,0.075,0.22,0.0,0.0987460815047022,0.14285714285714285
ACOT11,0.0,0.05405405405405406,0.0009416195856873823,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
ADAM19,0.17857142857142858,0.0,0.01977401129943503,0.0,0.0625,0.0,0.25,0.24921630094043887,0.35714285714285715
NR2F6,0.03571428571428571,0.5135135135135135,0.007532956685499058,0.0,0.0,0.0,0.0,0.009404388714733543,0.07142857142857142
NDUFC2,0.17857142857142858,0.6648648648648648,0.4086629001883239,0.25,0.05,0.22,0.0,0.1677115987460815,0.2857142857142857
ZNF451,0.10714285714285714,0.2756756756756757,0.08851224105461393,0.25,0.0875,0.02,0.0,0.08620689655172414,0.0
LRRC46,0.0,0.15675675675675677,0.002824858757062147,0.0,0.0125,0.0,0.0,0.004702194357366771,0.0
ACSL4,0.07142857142857142,0.2756756756756757,0.1657250470809793,0.5,0.0375,0.16,0.0,0.05172413793103448,0.21428571428571427
DAPK3,0.10714285714285714,0.43243243243243246,0.1120527306967985,0.125,0.0125,0.08,0.25,0.07366771159874608,0.14285714285714285
TTC7A,0.17857142857142858,0.3621621621621622,0.2777777777777778,0.0,0.1125,0.06,0.25,0.06896551724137931,0.07142857142857142
TIMMDC1,0.21428571428571427,0.4,0.1374764595103578,0.125,0.0875,0.02,0.0,0.10031347962382445,0.07142857142857142
SAV1,0.07142857142857142,0.2864864864864865,0.1440677966101695,0.125,0.0125,0.08,0.0,0.017241379310344827,0.07142857142857142
EEF1AKMT4,0.0,0.02702702702702703,0.010357815442561206,0.0,0.0,0.0,0.0,0.014106583072100314,0.0
ECHDC1,0.21428571428571427,0.4810810810810811,0.20056497175141244,0.125,0.1,0.02,0.0,0.13009404388714735,0.07142857142857142
PIK3IP1,0.2857142857142857,0.5027027027027027,0.13088512241054615,0.5,0.4125,0.04,0.25,0.4608150470219436,0.07142857142857142
SLC1A4,0.0,0.2864864864864865,0.1167608286252354,0.0,0.025,0.04,0.0,0.03605015673981191,0.07142857142857142
PAQR8,0.03571428571428571,0.21621621621621623,0.04896421845574388,0.0,0.0375,0.0,0.0,0.02664576802507837,0.0
TMC8,0.42857142857142855,0.02702702702702703,0.05743879472693032,0.0,0.1625,0.02,0.0,0.20689655172413793,0.2857142857142857
AMMECR1L,0.03571428571428571,0.1837837837837838,0.0423728813559322,0.125,0.025,0.02,0.0,0.034482758620689655,0.0
LPIN2,0.14285714285714285,0.4810810810810811,0.128060263653484,0.125,0.225,0.08,0.0,0.3181818181818182,0.21428571428571427
PIGO,0.0,0.16216216216216217,0.01977401129943503,0.0,0.0125,0.02,0.0,0.02821316614420063,0.0
AC007952.4,0.03571428571428571,0.11351351351351352,0.256120527306968,0.0,0.0125,0.06,0.0,0.07210031347962383,0.07142857142857142
